,pair_name,glide_rmsd,pair_name.1,glide_rmsd_top_2,glide_rmsd_top_3,glide_rmsd_top_5,glide_rmsd_top_10,glide_rmsd_top_50,glide_rmsd_top_100,min_pose_rmsd,structalign_rmsd,combind_rmsd,lig,struct,protein,pair,mol_same,mcss,glide_joe_rmsd,type
416,"('CNR2', '5ZTY_lig-to-prime_5ZTY')",8.851051508100781,"('CNR2', '5ZTY_lig-to-prime_5ZTY')",8.851051508100781,8.851051508100781,8.851051508100781,8.851051508100781,6.655191273240477,6.655191273240477,6.655191273240477,2.351,9.337084368142234,5ZTY_lig,prime_5ZTY,CNR2,5ZTY_lig-to-prime_5ZTY,True,1.0,8.851051508100781,prime_dock
417,"('CNR2', '6KPC_lig-to-prime_5ZTY')",8.592643536929991,"('CNR2', '6KPC_lig-to-prime_5ZTY')",8.464162120674478,8.428935869418886,8.428935869418886,8.360827428829333,5.910369581733348,5.863463116986146,5.863463116986146,1.971,8.395153593095245,6KPC_lig,prime_5ZTY,CNR2,6KPC_lig-to-prime_5ZTY,False,0.2413793103448276,8.592643536929991,prime_dock
418,"('CNR2', '6PT0_lig-to-Gpcrdb_active_5ZTY')",1.066428298460684,"('CNR2', '6PT0_lig-to-Gpcrdb_active_5ZTY')",1.066428298460684,1.066428298460684,1.066428298460684,1.066428298460684,1.066428298460684,1.066428298460684,1.066428298460684,1.532,8.074051448414718,6PT0_lig,Gpcrdb_active_5ZTY,CNR2,6PT0_lig-to-Gpcrdb_active_5ZTY,False,0.2903225806451613,1.066428298460684,gpcrdb_dock
419,"('CNR2', '6KPF_lig-to-Gpcrdb_active_5ZTY')",1.2473917540358306,"('CNR2', '6KPF_lig-to-Gpcrdb_active_5ZTY')",0.9788055931430248,0.9788055931430248,0.9788055931430248,0.9788055931430248,0.9788055931430248,0.9788055931430248,0.9788055931430248,1.476,0.9788055931430248,6KPF_lig,Gpcrdb_active_5ZTY,CNR2,6KPF_lig-to-Gpcrdb_active_5ZTY,False,0.2413793103448276,1.2473917540358306,gpcrdb_dock
420,"('CNR2', '5ZTY_lig-to-Gpcrdb_active_5ZTY')",9.10341344118616,"('CNR2', '5ZTY_lig-to-Gpcrdb_active_5ZTY')",8.781645706474661,8.781645706474661,8.781645706474661,8.658837250167842,4.595489726041053,4.595489726041053,4.595489726041053,1.641,8.658837250167842,5ZTY_lig,Gpcrdb_active_5ZTY,CNR2,5ZTY_lig-to-Gpcrdb_active_5ZTY,True,1.0,9.10341344118616,gpcrdb_dock
421,"('CNR2', '6KPC_lig-to-Gpcrdb_active_5ZTY')",0.8883395383464323,"('CNR2', '6KPC_lig-to-Gpcrdb_active_5ZTY')",0.7955570238517553,0.7955570238517553,0.7177595738636517,0.7177595738636517,0.7177595738636517,0.7177595738636517,0.7177595738636517,1.47,0.7955570238517553,6KPC_lig,Gpcrdb_active_5ZTY,CNR2,6KPC_lig-to-Gpcrdb_active_5ZTY,False,0.2413793103448276,0.8883395383464323,gpcrdb_dock
422,"('CNR2', '6PT0_lig-to-Gpcrdb_inactive_5ZTY')",7.101088840971131,"('CNR2', '6PT0_lig-to-Gpcrdb_inactive_5ZTY')",6.634426205391432,6.634426205391432,4.920703812610423,4.792104136072561,4.005015850812227,4.005015850812227,4.005015850812227,2.148,4.865840617951287,6PT0_lig,Gpcrdb_inactive_5ZTY,CNR2,6PT0_lig-to-Gpcrdb_inactive_5ZTY,False,0.2903225806451613,7.101088840971131,gpcrdb_dock
423,"('CNR2', '6KPF_lig-to-Gpcrdb_inactive_5ZTY')",7.630816402695337,"('CNR2', '6KPF_lig-to-Gpcrdb_inactive_5ZTY')",7.630816402695337,7.630816402695337,7.630816402695337,7.630816402695337,3.385246539289768,3.385246539289768,3.385246539289768,2.215,7.630816402695337,6KPF_lig,Gpcrdb_inactive_5ZTY,CNR2,6KPF_lig-to-Gpcrdb_inactive_5ZTY,False,0.2413793103448276,7.630816402695337,gpcrdb_dock
424,"('CNR2', '5ZTY_lig-to-Gpcrdb_inactive_5ZTY')",8.530260920765961,"('CNR2', '5ZTY_lig-to-Gpcrdb_inactive_5ZTY')",8.486186671989097,8.486186671989097,5.164415085571303,5.164415085571303,2.4995430660700197,2.4995430660700197,2.4995430660700197,2.12,8.400113671610693,5ZTY_lig,Gpcrdb_inactive_5ZTY,CNR2,5ZTY_lig-to-Gpcrdb_inactive_5ZTY,True,1.0,8.530260920765961,gpcrdb_dock
425,"('CNR2', '6KPC_lig-to-Gpcrdb_inactive_5ZTY')",7.488472839968656,"('CNR2', '6KPC_lig-to-Gpcrdb_inactive_5ZTY')",7.488472839968656,7.488472839968656,7.488472839968656,7.488472839968656,3.124980484342616,3.124980484342616,3.124980484342616,1.971,7.488472839968656,6KPC_lig,Gpcrdb_inactive_5ZTY,CNR2,6KPC_lig-to-Gpcrdb_inactive_5ZTY,False,0.2413793103448276,7.488472839968656,gpcrdb_dock
