thresh,helpers,weight,protein,COMBIND,GLIDE,COMBIND_GLIDE,GLIDE_COMBIND,2D_mean,SHAPE_mean
0.2,0,1.0,aa2ar,0.42027007029201024,0.3669619812671922,0.332974273953279,0.3744015237470282,0.09189671048336168,0.10838003564487778
0.2,0,1.0,aces,0.0067528560782087,0.0614875197784341,0.056215917808992134,-0.0020154790913660377,0.0015160656130921435,-0.04345625008351595
0.2,0,1.0,ada17,-0.014583308766440532,0.06845581190983144,0.0762031455279122,-0.029573073341673015,-0.09553526368253665,-0.08464110993987456
0.2,0,1.0,akt1,-0.07378924293922699,-0.042290893196939114,-0.04578043979415833,-0.0808038931625016,0.17765448116570912,-0.021225740068800167
0.2,0,1.0,andr,0.15120447031532563,0.164571481952025,0.16189639175830525,0.17299572729907214,0.019460915318680178,0.12399426166793448
0.2,0,1.0,aofb,0.10783892277754496,0.1613811508730302,0.11083697354246798,0.023796541663403795,0.11151310865986173,0.014579400553910354
0.2,0,1.0,cah2,0.008815298783030036,0.017683835484295737,0.013810704977914097,-0.008560124041237491,0.4212824443142835,0.15512850507817882
0.2,0,1.0,cdk2,0.32351353161442625,0.263530883745705,0.2655322621036676,0.2784567245632397,0.09197246363243335,0.2056328874644247
0.2,0,1.0,cp3a4,0.0909175894215391,0.07319371273852002,0.09878816610210628,0.09484081043030154,-0.011266020880796507,0.034180754767402365
0.2,0,1.0,dhi1,0.01658846492128542,0.02231271305817832,0.032379358569573434,0.021619642033530805,0.10145708874726694,0.005713486516740654
0.2,0,1.0,dpp4,0.1646996784212001,0.2961027017965491,0.28737007531877345,0.10409094029306343,0.1134892058432985,0.07960792521581703
0.2,0,1.0,drd3,-0.020572386909758773,0.06680514282570892,0.05198551888409339,-0.029880740756448303,0.2342641821308005,0.09464788957910181
0.2,0,1.0,egfr,-0.015711141447550828,-0.023823221835365095,-0.02171218051950676,-0.03577517434482426,-0.040840928220076664,-0.07389711689271944
0.2,0,1.0,esr1,0.2994361342050916,0.3111272599717428,0.3211467309617748,0.2950798981398058,-0.002757171457257443,0.2311089106048405
0.2,0,1.0,esr2,0.37599437129342783,0.3441470122427676,0.34199150480105933,0.3701137507518956,-0.0794465826613346,0.0034315597728697468
0.2,0,1.0,hivpr,-0.013289327395260044,-0.005984678918808363,-0.037117271861114354,-0.03264546321804958,-0.10383722842757222,-0.030887661608464116
0.2,0,1.0,hivrt,0.12449431528885187,0.16217884818364453,0.16255490445849496,0.13439077823341575,-0.003281741960491433,0.02019088093910651
0.2,0,1.0,kpcb,0.15375183679879392,0.11210692669326527,0.07523956113256862,0.046428485530671464,-0.009793140870848949,0.16108831497118126
0.2,0,1.0,lck,0.20974605480926994,0.26693952317264275,0.27277635948743906,0.19051397047016075,-0.04456337425781669,-0.06015320310832932
0.2,0,1.0,mp2k1,0.07947205177452903,0.17213709571523583,0.17867183161452255,0.09258944751856094,0.04051149141826196,-0.026808698502917783
0.2,0,1.0,pde5a,0.17212264464262306,0.13737777863674525,0.14154283150248895,0.14741137101705715,0.0006081769073536617,0.1675451564646476
0.2,0,1.0,pgh1,0.040841567071581535,0.08765705124834192,0.061645101200278135,-0.0014578191653161557,0.01245159222174001,-0.027372086310296216
0.2,0,1.0,pgh2,0.044456731018855895,0.07103182786232193,0.04497688198909631,0.02484927248466793,-0.015168153872950826,-0.008883684278341278
